# --- Fingerprinting-Table ---
#    15.9.2020
#    ihm
# Ball
# Induced voltage
# Origin of the inertial frame: x=0, y=0, z=0
# 
#  Positions:
#      X:   -0.00024 ... 0.68871   (0.18195)   [m]
#      Y:   0.00489 ... 0.68057   (0.17554)   [m]
#      Z:   0.00994 ... 0.6726   (0.16931)   [m]
# 
#  angle_steps:
#      X:   0   [deg]
#      Y:   0   [deg]
#      Z:   0   [deg]
# positionsWise
# X-position;Y-position;Z-position;X-angle;Y-angle;Z-angle;coil X;coil Y;coil Z;frame1;frame2;frame3;frame4;frame5;frame6;frame7;frame8;main1;main2;main3;main4;main5;main6;main7;main8;
-2.40000E-04;1.81710E-01;6.88710E-01;0.00000E+00;0.00000E+00;0.00000E+00;2.96723E-02;1.66787E-02;-2.76222E-02;2.56367E-03;1.26727E-03;6.75294E-04;3.22135E-04;2.30437E-04;2.85480E-04;4.99134E-04;1.66117E-03;8.49538E-04;3.49289E-04;-1.65625E-04;-8.78634E-05;-1.21875E-04;-1.50043E-04;3.95939E-05;3.38007E-04
4.89000E-03;1.80430E-01;6.80570E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.02395E-02;1.72374E-02;-2.83496E-02;2.71807E-03;1.32262E-03;7.00611E-04;3.33415E-04;2.37944E-04;2.95449E-04;5.20927E-04;1.75992E-03;8.68753E-04;3.47351E-04;-1.78561E-04;-9.43710E-05;-1.27942E-04;-1.57875E-04;3.67871E-05;3.48826E-04
9.94000E-03;1.79250E-01;6.72600E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.08068E-02;1.78025E-02;-2.90921E-02;2.87928E-03;1.37940E-03;7.26468E-04;3.44902E-04;2.45570E-04;3.05590E-04;5.43332E-04;1.86340E-03;8.86491E-04;3.44375E-04;-1.92094E-04;-1.01166E-04;-1.34219E-04;-1.65992E-04;3.35632E-05;3.59371E-04
1.46400E-02;1.77670E-01;6.64520E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.13833E-02;1.83995E-02;-2.98182E-02;3.05018E-03;1.43666E-03;7.52215E-04;3.56328E-04;2.53171E-04;3.15785E-04;5.66150E-04;1.97257E-03;9.04767E-04;3.40447E-04;-2.06236E-04;-1.08232E-04;-1.40625E-04;-1.74331E-04;3.00807E-05;3.70704E-04
1.93800E-02;1.76760E-01;6.56640E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.19746E-02;1.89806E-02;-3.05947E-02;3.23018E-03;1.49792E-03;7.79637E-04;3.68365E-04;2.61120E-04;3.26360E-04;5.89963E-04;2.08765E-03;9.20729E-04;3.35694E-04;-2.21268E-04;-1.15726E-04;-1.47427E-04;-1.83145E-04;2.58138E-05;3.80371E-04
2.39800E-02;1.75640E-01;6.48840E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.25637E-02;1.95831E-02;-3.13711E-02;3.41848E-03;1.55971E-03;8.07139E-04;3.80438E-04;2.69094E-04;3.37031E-04;6.14296E-04;2.20842E-03;9.35378E-04;3.29618E-04;-2.36903E-04;-1.23504E-04;-1.54393E-04;-1.92214E-04;2.11813E-05;3.90294E-04
2.85600E-02;1.74500E-01;6.41150E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.31524E-02;2.02014E-02;-3.21651E-02;3.61580E-03;1.62290E-03;8.35177E-04;3.92734E-04;2.77206E-04;3.47915E-04;6.39407E-04;2.33576E-03;9.47858E-04;3.22106E-04;-2.53276E-04;-1.31638E-04;-1.61612E-04;-2.01637E-04;1.60429E-05;4.00045E-04
3.30400E-02;1.73550E-01;6.33390E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.37654E-02;2.08329E-02;-3.29920E-02;3.82742E-03;1.68980E-03;8.64573E-04;4.05523E-04;2.85614E-04;3.59182E-04;6.65622E-04;2.47184E-03;9.59008E-04;3.13424E-04;-2.70778E-04;-1.40299E-04;-1.69244E-04;-2.11599E-04;1.01215E-05;4.08937E-04
3.72800E-02;1.72790E-01;6.25850E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.43787E-02;2.14557E-02;-3.38223E-02;4.04597E-03;1.75790E-03;8.94232E-04;4.18330E-04;2.94009E-04;3.70419E-04;6.91990E-04;2.61198E-03;9.68111E-04;3.03751E-04;-2.88795E-04;-1.49181E-04;-1.77014E-04;-2.21742E-04;3.60881E-06;4.16567E-04
4.14800E-02;1.72010E-01;6.18250E-01;0.00000E+00;0.00000E+00;0.00000E+00;3.50082E-02;2.21028E-02;-3.46805E-02;4.27947E-03;1.82889E-03;9.24934E-04;4.31539E-04;3.02655E-04;3.82015E-04;7.19484E-04;2.76186E-03;9.75132E-04;2.92440E-04;-3.07949E-04;-1.58598E-04;-1.85178E-04;-2.32422E-04;-3.66309E-06;4.23688E-04
